name,capacity,town,population,roofed,latitude,longitude,fans,reviews,day,date,weekday,weekday_name,weather,cost,availability
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,8,2025-12-03,2,Miércoles,nublado,6720.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,9,2025-12-04,3,Jueves,despejado,8410.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,10,2025-12-05,4,Viernes,despejado,10090.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,11,2025-12-06,5,Sábado,despejado,11770.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,12,2025-12-07,6,Domingo,despejado,10090.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,13,2025-12-08,0,Lunes,nublado,3360.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,14,2025-12-09,1,Martes,nublado,6720.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,15,2025-12-10,2,Miércoles,lluvia suave,6720.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,16,2025-12-11,3,Jueves,nublado,8410.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,17,2025-12-12,4,Viernes,lluvia suave,10090.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,18,2025-12-13,5,Sábado,lluvia suave,11770.0,True
Auditorio Municipal(Ayuntamiento) de Logroño,800,Logroño,151164,True,42.463899616793626,-2.432860060361617,342,3.5,19,2025-12-14,6,Domingo,lluvia suave,10090.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,0,2025-11-25,1,Martes,lluvia,7230.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,1,2025-11-26,2,Miércoles,lluvia suave,7230.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,2,2025-11-27,3,Jueves,nublado,9030.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,3,2025-11-28,4,Viernes,lluvia suave,10840.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,4,2025-11-29,5,Sábado,lluvia,12650.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,5,2025-11-30,6,Domingo,lluvia fuerte,10840.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,6,2025-12-01,0,Lunes,lluvia,3610.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,7,2025-12-02,1,Martes,lluvia suave,7230.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,8,2025-12-03,2,Miércoles,lluvia suave,7230.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,9,2025-12-04,3,Jueves,nublado,9030.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,10,2025-12-05,4,Viernes,nublado,10840.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,11,2025-12-06,5,Sábado,nublado,12650.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,12,2025-12-07,6,Domingo,nublado,10840.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,13,2025-12-08,0,Lunes,lluvia suave,3610.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,14,2025-12-09,1,Martes,lluvia suave,7230.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,15,2025-12-10,2,Miércoles,lluvia,7230.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,16,2025-12-11,3,Jueves,lluvia suave,9030.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,17,2025-12-12,4,Viernes,lluvia,10840.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,18,2025-12-13,5,Sábado,lluvia,12650.0,True
Auditorio Municipal Maestro Padilla de Almería,966,Almería,202675,True,36.82327470767095,-2.4445532620900283,1117,3.8,19,2025-12-14,6,Domingo,lluvia,10840.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,0,2025-11-25,1,Martes,nublado,5840.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,1,2025-11-26,2,Miércoles,despejado,5840.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,2,2025-11-27,3,Jueves,despejado,7300.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,3,2025-11-28,4,Viernes,nublado,8760.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,4,2025-11-29,5,Sábado,lluvia suave,10220.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,5,2025-11-30,6,Domingo,lluvia,8760.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,6,2025-12-01,0,Lunes,lluvia suave,2920.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,7,2025-12-02,1,Martes,nublado,5840.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,8,2025-12-03,2,Miércoles,nublado,5840.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,9,2025-12-04,3,Jueves,despejado,7300.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,10,2025-12-05,4,Viernes,despejado,8760.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,11,2025-12-06,5,Sábado,despejado,10220.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,12,2025-12-07,6,Domingo,despejado,8760.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,13,2025-12-08,0,Lunes,nublado,2920.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,14,2025-12-09,1,Martes,nublado,5840.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,15,2025-12-10,2,Miércoles,lluvia suave,5840.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,16,2025-12-11,3,Jueves,nublado,7300.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,17,2025-12-12,4,Viernes,lluvia suave,8760.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,18,2025-12-13,5,Sábado,lluvia suave,10220.0,True
Teatro Juan Luis Galiardo de San Roque,670,San Roque,33646,True,36.21003935,-5.388292377875176,242,3.3,19,2025-12-14,6,Domingo,lluvia suave,8760.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,0,2025-11-25,1,Martes,despejado,7570.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,1,2025-11-26,2,Miércoles,despejado,7570.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,2,2025-11-27,3,Jueves,despejado,9460.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,3,2025-11-28,4,Viernes,nublado,11360.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,4,2025-11-29,5,Sábado,lluvia suave,13250.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,5,2025-11-30,6,Domingo,lluvia,11360.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,6,2025-12-01,0,Lunes,lluvia suave,3790.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,7,2025-12-02,1,Martes,nublado,7570.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,8,2025-12-03,2,Miércoles,nublado,7570.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,9,2025-12-04,3,Jueves,despejado,9460.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,10,2025-12-05,4,Viernes,despejado,11360.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,11,2025-12-06,5,Sábado,despejado,13250.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,12,2025-12-07,6,Domingo,despejado,11360.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,13,2025-12-08,0,Lunes,nublado,3790.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,14,2025-12-09,1,Martes,nublado,7570.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,15,2025-12-10,2,Miércoles,lluvia suave,7570.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,16,2025-12-11,3,Jueves,nublado,9460.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,17,2025-12-12,4,Viernes,lluvia suave,11360.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,18,2025-12-13,5,Sábado,lluvia suave,13250.0,True
Cine-Teatro Filarmónica de Oviedo,1221,Oviedo,220543,True,43.36254485,-5.846429934052317,933,4.0,19,2025-12-14,6,Domingo,lluvia suave,11360.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,0,2025-11-25,1,Martes,lluvia,6780.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,1,2025-11-26,2,Miércoles,lluvia suave,6780.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,2,2025-11-27,3,Jueves,nublado,8480.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,3,2025-11-28,4,Viernes,lluvia suave,10170.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,4,2025-11-29,5,Sábado,lluvia,11870.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,5,2025-11-30,6,Domingo,lluvia fuerte,10170.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,6,2025-12-01,0,Lunes,lluvia,3390.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,7,2025-12-02,1,Martes,lluvia suave,6780.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,8,2025-12-03,2,Miércoles,lluvia suave,6780.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,9,2025-12-04,3,Jueves,nublado,8480.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,10,2025-12-05,4,Viernes,nublado,10170.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,11,2025-12-06,5,Sábado,nublado,11870.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,12,2025-12-07,6,Domingo,nublado,10170.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,13,2025-12-08,0,Lunes,lluvia suave,3390.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,14,2025-12-09,1,Martes,lluvia suave,6780.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,15,2025-12-10,2,Miércoles,lluvia,6780.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,16,2025-12-11,3,Jueves,lluvia suave,8480.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,17,2025-12-12,4,Viernes,lluvia,10170.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,18,2025-12-13,5,Sábado,lluvia,11870.0,True
Gran Teatro Falla de Cádiz,1214,Cádiz,110914,True,36.53367865,-6.302112149999999,1087,3.4,19,2025-12-14,6,Domingo,lluvia,10170.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,0,2025-11-25,1,Martes,lluvia suave,16360.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,1,2025-11-26,2,Miércoles,nublado,16360.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,2,2025-11-27,3,Jueves,despejado,20450.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,3,2025-11-28,4,Viernes,nublado,24530.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,4,2025-11-29,5,Sábado,lluvia suave,28620.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,5,2025-11-30,6,Domingo,lluvia,24530.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,6,2025-12-01,0,Lunes,lluvia suave,8180.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,7,2025-12-02,1,Martes,nublado,16360.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,8,2025-12-03,2,Miércoles,nublado,16360.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,9,2025-12-04,3,Jueves,despejado,20450.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,10,2025-12-05,4,Viernes,despejado,24530.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,11,2025-12-06,5,Sábado,despejado,28620.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,12,2025-12-07,6,Domingo,despejado,24530.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,13,2025-12-08,0,Lunes,nublado,8180.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,14,2025-12-09,1,Martes,nublado,16360.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,15,2025-12-10,2,Miércoles,lluvia suave,16360.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,16,2025-12-11,3,Jueves,nublado,20450.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,17,2025-12-12,4,Viernes,lluvia suave,24530.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,18,2025-12-13,5,Sábado,lluvia suave,28620.0,True
Jove Teatre Regina de Barcelona,337,Barcelona,1702547,True,41.3968327,2.1561511,11659,3.5,19,2025-12-14,6,Domingo,lluvia suave,24530.0,True
L´Espai de Barcelona,370,Barcelona,1702547,True,41.3944931,2.14700475,11659,3.5,0,2025-11-25,1,Martes,lluvia suave,16380.0,True
L´Espai de Barcelona,370,Barcelona,1702547,True,41.3944931,2.14700475,11659,3.5,1,2025-11-26,2,Miércoles,nublado,16380.0,True
